"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Grayson Greiner","DET","31","82","1","7","7","0","11.0%","37.8%",".097",".400",".236",".321",".333",".293","","84","0.9","-0.7","-0.1","0.2","17062"
"Jake Marisnick","- - -","99","198","5","21","24","4","5.6%","32.8%",".159",".306",".216",".286",".375",".287","","78","0.0","-5.6","1.0","0.2","11339"
"Martin Maldonado","HOU","125","426","12","40","36","0","11.0%","29.8%",".129",".221",".172",".272",".300",".258","","63","-5.0","-24.4","11.9","0.2","6887"
"DJ Peters","- - -","70","240","13","29","38","2","5.0%","34.2%",".224",".237",".197",".242",".422",".272","","71","0.5","-7.9","1.7","0.2","19348"
"Taylor Trammell","SEA","51","178","8","23","18","2","9.6%","42.1%",".199",".233",".160",".256",".359",".270","","73","0.0","-5.8","1.7","0.2","19960"
"Eli White","TEX","64","220","6","26","15","4","8.2%","30.0%",".131",".230",".177",".259",".308",".253","","58","0.2","-11.0","5.4","0.2","19346"
"Alex Avila","WSN","34","111","1","5","9","0","17.1%","33.3%",".157",".314",".191",".345",".348",".311","","92","-1.3","-2.5","0.6","0.2","7476"
"Victor Reyes","DET","76","220","5","26","22","5","3.6%","25.0%",".158",".327",".258",".284",".416",".298",".297","88","1.7","-1.6","-4.1","0.2","15487"
"Breyvic Valera","TOR","39","97","1","10","15","1","8.2%","12.4%",".103",".280",".253",".313",".356",".293",".285","81","-0.2","-2.5","0.9","0.2","12758"
"Yermin Mercedes","CHW","68","262","7","26","37","0","7.6%","17.6%",".133",".309",".271",".328",".404",".317","","101","-1.2","-0.7","-6.6","0.2","17423"
"Austin Dean","STL","22","38","1","5","7","0","15.8%","28.9%",".167",".300",".233",".342",".400",".320","","103","0.9","1.0","-0.7","0.2","18288"
"Ben Rortvedt","MIN","39","98","3","8","7","0","6.1%","29.6%",".112",".211",".169",".229",".281",".227",".271","40","0.0","-7.2","5.5","0.2","20287"
"Jake Arrieta","- - -","25","30","0","3","0","0","6.7%","53.3%",".000",".429",".130",".231",".130",".182","","19","0.0","-3.1","3.6","0.2","4153"
"T.J. Friedl","CIN","14","36","1","9","2","0","11.1%","5.6%",".129",".276",".290",".361",".419",".338","","106","0.5","0.7","-0.4","0.1","19522"
"Adrian Sanchez","WSN","16","38","0","5","1","0","7.9%","10.5%",".057",".290",".257",".316",".314",".271","","65","-1.6","-3.3","3.5","0.1","11338"
"Ryan Weathers","SDP","32","28","1","3","1","0","3.6%","25.0%",".111",".158",".148",".179",".259",".191","","19","0.0","-2.9","3.4","0.1","23796"
"Bobby Bradley","CLE","74","279","16","36","41","0","9.0%","35.5%",".237",".263",".208",".294",".445",".314",".332","99","-2.0","-2.5","-5.6","0.1","17278"
"Trevor Williams","- - -","23","28","0","1","1","0","3.6%","32.1%",".000",".313",".200",".231",".200",".196","","18","0.0","-2.9","3.4","0.1","16977"
"Corbin Burnes","MIL","28","59","0","1","4","0","5.1%","44.1%",".000",".308",".154",".200",".154",".166","","-3","0.0","-7.7","7.1","0.1","19361"
"Luke Williams","PHI","58","108","1","8","6","2","9.3%","21.3%",".071",".311",".245",".315",".316",".283","","74","0.1","-3.5","1.3","0.1","19931"
"Jose Barrero","CIN","21","56","0","4","3","1","5.4%","30.4%",".120",".303",".200",".286",".320",".271","","62","0.4","-2.3","1.8","0.1","23378"
"Daniel Johnson","CLE","30","81","4","9","5","1","4.9%","33.3%",".156",".283",".221",".259",".377",".274","","71","0.2","-2.6","1.1","0.1","19643"
"Pavin Smith","ARI","145","545","11","68","49","1","7.7%","19.4%",".137",".319",".267",".328",".404",".318","","96","-2.4","-5.2","-11.6","0.1","19892"
"Jason Heyward","CHC","104","353","8","35","30","5","7.6%","19.3%",".133",".247",".214",".280",".347",".275",".292","68","1.8","-12.4","1.9","0.1","4940"
"Luis Castillo","CIN","33","59","0","1","2","0","1.7%","39.0%",".041",".308",".163",".180",".204",".169","","-4","0.0","-7.8","7.1","0.1","15689"
"Lewis Brinson","MIA","89","290","9","24","33","1","4.5%","24.8%",".150",".273",".226",".263",".376",".275",".286","74","-0.7","-10.4","2.0","0.1","14352"
"Hoy Park","- - -","45","150","3","16","14","1","12.0%","25.3%",".141",".250",".195",".297",".336",".279",".291","73","-1.0","-6.1","2.4","0.1","18027"
"Ryan McKenna","BAL","90","197","2","20","14","1","12.2%","37.6%",".083",".312",".183",".292",".266",".259","","59","1.6","-8.2","2.7","0.1","19928"
"Anthony Santander","BAL","110","438","18","54","50","1","5.3%","23.1%",".192",".275",".241",".286",".433",".307",".328","92","1.2","-3.3","-10.3","0.1","14551"
"Adam Wainwright","STL","34","74","0","1","4","0","4.1%","33.8%",".035",".219",".123",".167",".158",".149","","-8","0.0","-10.2","8.9","0.1","2233"
"Alex Dickerson","SFG","111","312","13","37","38","1","7.4%","24.4%",".187",".273",".233",".304",".420",".313",".335","97","-0.5","-1.6","-7.6","0.1","12649"
"Seby Zavala","CHW","37","104","5","15","15","0","5.8%","39.4%",".194",".255",".183",".240",".376",".265","","66","0.4","-3.8","1.4","0.1","18887"
"Webster Rivas","SDP","24","77","2","8","4","0","10.4%","20.8%",".118",".260",".221",".303",".338",".286","","80","-1.5","-3.4","1.9","0.1","14636"
"Marcus Stroman","NYM","33","58","0","2","1","1","6.9%","41.4%",".039",".185",".098",".164",".137",".143","","-10","0.2","-7.9","7.0","0.1","13431"
"Mauricio Dubon","SFG","74","187","5","20","22","2","4.8%","21.9%",".137",".282",".240",".278",".377",".278","","75","-1.5","-7.6","2.4","0.1","16530"
"Cal Raleigh","SEA","47","148","2","6","13","0","4.7%","35.1%",".129",".267",".180",".223",".309",".231","","47","0.0","-9.6","5.6","0.1","21534"
"Rene Rivera","- - -","25","78","2","8","9","0","5.1%","37.2%",".130",".368",".232",".293",".362",".288","","81","-1.2","-3.0","1.4","0.1","3648"
"Johan Oviedo","STL","14","22","0","3","2","0","9.1%","40.9%",".000",".273",".150",".227",".150",".183","","14","0.0","-2.4","2.7","0.1","22487"
"Jo Adell","LAA","35","140","4","17","26","2","5.7%","22.9%",".162",".298",".246",".295",".408",".303",".312","90","-0.3","-2.0","-1.8","0.1","20220"
"Zack Wheeler","PHI","33","73","0","1","3","0","0.0%","53.4%",".029",".379",".162",".162",".191",".153","","-11","0.0","-10.3","8.8","0.1","10310"
"Michael Hermosillo","CHC","16","38","3","5","7","0","2.6%","31.6%",".306",".190",".194",".237",".500",".307","","90","-0.2","-0.7","0.4","0.1","16285"
"Jonathan Lucroy","- - -","7","23","0","2","3","0","13.0%","17.4%",".053",".400",".316",".409",".368",".351","","118","-0.2","0.3","-0.2","0.1","7870"
"Justin Upton","LAA","89","362","17","47","41","4","10.8%","29.6%",".198",".254",".211",".296",".409",".305",".319","92","0.9","-2.7","-8.8","0.1","5222"
"Aaron Hicks","NYY","32","126","4","13","14","0","11.1%","23.8%",".139",".224",".194",".294",".333",".279",".334","76","-0.2","-4.0","0.4","0.1","5297"
"Zach Davies","CHC","33","44","0","2","2","0","0.0%","18.2%",".000",".231",".176",".176",".176",".155","","-9","0.0","-6.1","5.3","0.1","13183"
"Kyle Gibson","- - -","31","30","1","3","2","0","0.0%","33.3%",".103",".167",".138",".138",".241",".160","","-5","0.0","-4.0","3.6","0.1","10123"
"Walker Buehler","LAD","34","82","0","5","3","0","6.1%","54.9%",".029",".292",".101",".162",".130",".140","","-15","0.0","-12.1","9.9","0.1","19374"
"Austin Hedges","CLE","88","312","10","32","31","1","4.8%","27.9%",".129",".214",".178",".220",".308",".227","","40","-0.2","-23.3","13.2","0.1","12976"
"Ryan LaMarre","NYY","9","24","2","3","4","1","8.3%","25.0%",".286",".154",".190",".292",".476",".328","","109","0.0","0.2","-0.5","0.1","10700"
"Riley Adams","- - -","47","120","2","13","10","0","12.5%","33.3%",".162",".351",".222",".358",".384",".332","","105","0.1","1.0","-4.5","0.1","19864"
"Josh Palacios","TOR","13","42","0","7","4","0","7.1%","26.2%",".000",".280",".200",".293",".200",".236",".301","42","1.8","-1.2","0.3","0.0","19818"
"Josh Naylor","CLE","69","250","7","28","21","1","5.6%","18.0%",".146",".287",".253",".301",".399",".302",".308","90","-1.4","-4.4","-3.6","0.0","18839"
"Patrick Corbin","WSN","31","63","0","1","0","0","4.8%","38.1%",".000",".241",".132",".179",".132",".147","","-15","0.0","-9.3","7.6","0.0","9323"
"Jordy Mercer","WSN","46","127","2","13","9","0","7.1%","26.8%",".110",".341",".254",".307",".364",".294","","81","-0.2","-3.3","-0.5","0.0","6547"
"Michael Chavis","- - -","43","124","3","16","11","1","0.8%","33.9%",".149",".351",".248",".258",".397",".277","","69","-1.0","-5.6","1.8","0.0","17321"
"Chi Chi Gonzalez","COL","24","34","0","3","1","0","2.9%","47.1%",".032",".333",".161",".188",".194",".170","","-11","0.0","-4.8","4.1","0.0","14663"
"Caleb Smith","ARI","45","25","0","2","0","1","4.0%","56.0%",".045",".250",".091",".167",".136",".147","","-15","0.2","-3.5","3.0","0.0","14875"
"Ender Inciarte","ATL","52","89","2","11","10","1","7.9%","24.7%",".101",".268",".215",".276",".316",".262","","59","0.5","-4.1","1.5","0.0","4922"
"Jesus Luzardo","- - -","25","20","0","1","0","0","20.0%","30.0%",".000",".000",".000",".211",".000",".146",".197","-10","0.0","-2.8","2.4","0.0","19959"
"Daz Cameron","DET","35","115","4","16","13","6","8.7%","33.0%",".165",".262",".194",".278",".359",".281","","76","2.3","-1.1","-2.5","0.0","18353"
"Paolo Espino","WSN","35","33","0","2","0","0","0.0%","45.5%",".000",".333",".167",".167",".167",".147","","-15","0.0","-4.9","4.0","0.0","8246"
"Jonathan Arauz","BOS","28","75","3","9","8","0","10.7%","20.0%",".185",".191",".185",".274",".369",".282","","72","-0.1","-2.7","0.4","0.0","20275"
"Mike Tauchman","- - -","75","191","4","22","15","3","12.0%","30.4%",".102",".250",".181",".284",".283",".260",".275","63","-0.4","-9.4","3.3","0.0","15274"
"Kwang-hyun Kim","STL","27","29","0","0","2","0","0.0%","31.0%",".038",".176",".115",".148",".154",".138","","-15","0.0","-4.3","3.5","0.0","27458"
"Adrian Houser","MIL","28","46","2","2","2","0","4.3%","65.2%",".143",".100",".071",".114",".214",".143",".158","-17","0.0","-6.9","5.6","0.0","12718"
"Harold Ramirez","CLE","99","361","7","33","41","3","3.9%","15.5%",".130",".301",".268",".305",".398",".302",".308","90","1.2","-3.1","-9.0","0.0","14387"
"Vince Velasquez","- - -","26","30","0","0","3","0","6.7%","30.0%",".000",".143",".087",".160",".087",".126",".231","-20","0.0","-4.6","3.6","0.0","11189"
"Romy Gonzalez","CHW","10","33","0","4","2","0","3.0%","33.3%",".094",".381",".250",".273",".344",".267","","67","0.3","-1.0","-0.1","0.0","21562"
"Taylor Jones","HOU","35","108","2","11","16","0","3.7%","26.9%",".157",".315",".245",".269",".402",".283","","80","-1.8","-4.4","0.8","0.0","19533"
"Tyler Anderson","- - -","31","40","1","1","1","0","2.5%","72.5%",".077",".333",".103",".125",".179",".133","","-21","0.0","-6.2","4.8","0.0","12880"
"Mitch Keller","PIT","24","32","0","2","0","0","6.3%","43.8%",".000",".214",".107",".167",".107",".134",".183","-21","0.0","-4.9","3.9","0.0","17594"
"Jacob Wilson","- - -","12","21","0","3","1","0","4.8%","14.3%",".150",".176",".150",".190",".300",".209",".225","30","0.5","-1.3","0.6","0.0","13254"
"Sonny Gray","CIN","26","43","0","4","0","0","2.3%","23.3%",".000",".194",".146",".167",".146",".142","","-22","0.0","-6.7","5.2","0.0","12768"
"Asdrubal Cabrera","- - -","110","352","7","34","42","1","10.2%","22.7%",".136",".283",".230",".313",".366",".297","","82","-1.9","-10.0","-1.8","0.0","4962"
"Rafael Marchan","PHI","20","56","1","7","4","0","7.1%","17.9%",".115",".268",".231",".286",".346",".277",".283","70","0.1","-2.1","0.2","0.0","21646"
"Johnny Cueto","SFG","22","37","0","1","0","1","8.1%","24.3%",".000",".100",".069",".156",".069",".120",".162","-28","0.2","-5.8","4.5","0.0","6893"
"Billy McKinney","- - -","116","300","9","32","27","2","10.7%","26.3%",".166",".235",".192",".280",".358",".277",".292","73","0.2","-9.9","-0.2","0.0","15654"
"David Peterson","NYM","16","20","0","2","0","0","0.0%","50.0%",".063",".167",".063",".118",".125",".116",".113","-28","0.0","-3.3","2.4","0.0","20302"
"Abraham Almonte","ATL","64","175","5","20","19","1","14.9%","21.7%",".182",".255",".216",".331",".399",".321",".317","97","-1.4","-2.0","-4.0","0.0","5486"
"Brandon Woodruff","MIL","30","58","0","0","2","0","5.2%","48.3%",".000",".250",".115",".164",".115",".134","","-23","0.0","-9.1","7.0","0.0","16162"
"JT Brubaker","PIT","25","43","0","0","3","0","9.3%","34.9%",".000",".130",".079",".167",".079",".129","","-24","0.0","-6.8","5.2","0.0","17578"
"Aristides Aquino","CIN","84","204","10","25","23","2","13.2%","36.8%",".218",".253",".190",".299",".408",".303","","83","0.0","-4.4","-2.6","0.0","15482"
"Edward Olivares","KCR","39","111","5","14","12","2","4.5%","17.1%",".168",".244",".238",".291",".406",".301","","87","-0.1","-1.8","-2.2","0.0","19698"
"Luke Weaver","ARI","13","22","0","1","1","0","4.5%","54.5%",".000",".286",".105",".150",".105",".122","","-31","0.0","-3.7","2.7","0.0","16918"
"Taylor Motter","- - -","16","29","0","5","1","0","10.3%","27.6%",".115",".278",".192",".276",".308",".259","","51","0.1","-1.8","0.5","0.0","12399"
"William Contreras","ATL","52","185","8","19","23","0","10.3%","29.2%",".184",".265",".215",".303",".399",".303",".319","86","-0.8","-4.2","-2.3","0.0","20503"
"Taijuan Walker","NYM","31","51","0","0","1","0","2.0%","56.9%",".000",".278",".106",".143",".106",".119","","-26","0.0","-8.2","6.2","0.0","11836"
"Kyle Hendricks","CHC","32","61","0","3","1","0","3.3%","42.6%",".019",".231",".115",".148",".135",".130","","-26","0.0","-9.8","7.4","0.0","12049"
"Rich Hill","- - -","32","26","0","0","0","0","0.0%","38.5%",".000",".214",".125",".125",".125",".110","","-32","0.0","-4.4","3.1","0.0","4806"
"Ryan Lavarnway","CLE","9","30","0","2","0","0","3.3%","33.3%",".107",".389",".250",".276",".357",".274","","71","-0.7","-1.8","0.4","0.0","8879"
"Emmanuel Rivera","KCR","29","98","1","13","5","2","8.2%","21.4%",".078",".324",".256",".316",".333",".289",".317","80","0.9","-1.5","-2.2","0.0","19890"
"Garrett Stubbs","HOU","18","38","0","2","3","0","5.3%","18.4%",".059",".222",".176",".222",".235",".205","","27","0.2","-3.2","1.5","0.0","18067"
"Rob Brantly","NYY","6","21","0","0","0","0","0.0%","19.0%",".050",".188",".150",".190",".200",".177",".201","7","-0.1","-2.5","1.3","0.0","10655"
"Jake Lamb","- - -","55","170","7","25","19","0","12.9%","30.0%",".174",".239",".194",".306",".368",".298",".316","87","-0.2","-2.9","-3.3","0.0","13329"
"Mike Brosseau","TBR","57","169","5","21","18","2","8.9%","31.4%",".160",".245",".187",".266",".347",".268","","73","-0.9","-6.5","0.3","-0.1","19683"
"Jake Woodford","STL","26","20","0","0","0","0","0.0%","45.0%",".000",".222",".111",".111",".111",".098",".145","-41","0.0","-3.6","2.4","-0.1","18674"
"Troy Stokes Jr.","PIT","8","20","0","2","2","1","5.0%","25.0%",".056",".154",".111",".200",".167",".177",".231","7","0.7","-1.7","0.4","-0.1","17478"
"Kole Calhoun","ARI","51","182","5","17","17","1","8.2%","22.5%",".139",".281",".235",".297",".373",".292","","79","0.0","-4.9","-1.8","-0.1","11200"
"Yohel Pozo","TEX","21","77","1","8","9","0","3.9%","13.0%",".095",".317",".284",".312",".378",".300",".300","90","-0.5","-1.4","-1.8","-0.1","18848"
"Jacob Nottingham","- - -","15","45","3","5","6","0","4.4%","44.4%",".250",".167",".150",".222",".400",".263","","65","0.1","-1.8","-0.3","-0.1","16448"
"Johneshwy Fargas","- - -","22","54","0","4","5","1","1.9%","27.8%",".135",".351",".250",".264",".385",".275","","72","-1.8","-3.7","1.2","-0.1","16446"
"Dexter Fowler","LAA","7","21","0","3","1","1","4.8%","28.6%",".000",".357",".250",".286",".250",".242","","49","0.3","-1.0","-0.3","-0.1","4062"
"Stephen Vogt","- - -","78","238","7","24","25","0","10.9%","23.5%",".138",".230",".195",".283",".333",".270",".289","64","0.3","-10.5","1.9","-0.1","5000"
"Kevin Newman","PIT","148","554","5","50","39","6","4.9%","7.4%",".083",".236",".226",".265",".309",".249",".275","54","5.1","-27.4","8.3","-0.1","17696"
"Eugenio Suarez","CIN","145","574","31","71","79","0","9.8%","29.8%",".230",".224",".198",".286",".428",".306",".326","85","-4.1","-15.1","-4.8","-0.1","12552"
"Blake Snell","SDP","27","37","0","1","0","0","0.0%","45.9%",".000",".235",".118",".118",".118",".103","","-38","0.0","-6.5","4.5","-0.1","13543"
"Carlos Martinez","STL","16","25","0","1","0","0","0.0%","60.0%",".042",".222",".083",".083",".125",".088","","-47","0.0","-4.7","3.0","-0.1","11682"
"Jose Devers","MIA","21","46","0","7","5","0","6.5%","23.9%",".073",".323",".244",".304",".317",".276",".284","74","0.5","-1.0","-1.3","-0.1","20540"
"Brian O'Grady","SDP","32","61","2","8","9","0","13.1%","27.9%",".176",".182",".157",".267",".333",".265",".294","67","0.4","-2.2","-0.7","-0.1","16729"
"Mason Williams","NYM","17","37","1","3","1","0","10.8%","24.3%",".121",".261",".212",".297",".333",".270","","73","-0.4","-1.7","-0.4","-0.1","11859"
"Daniel Vogelbach","MIL","93","258","9","30","24","0","16.7%","22.1%",".163",".255",".219",".349",".381",".325",".338","101","-4.1","-3.9","-5.6","-0.1","14130"
"Jason Martin","TEX","58","154","6","14","17","3","5.2%","26.6%",".146",".245",".208",".248",".354",".260",".278","63","0.7","-6.3","0.2","-0.1","16429"
"Isaac Paredes","DET","23","85","1","7","5","0","11.8%","12.9%",".111",".226",".208",".306",".319",".274",".283","71","-2.4","-5.4","1.5","-0.1","20036"
"Yu Darvish","SDP","30","55","0","2","1","0","0.0%","45.5%",".038",".179",".094",".111",".132",".108",".151","-35","0.0","-9.5","6.7","-0.1","13074"
"Vladimir Gutierrez","CIN","22","42","0","3","1","0","4.8%","33.3%",".000",".158",".091",".143",".091",".115","","-39","0.0","-7.5","5.1","-0.1","19278"
"Phil Gosselin","LAA","104","373","7","40","47","4","6.4%","21.7%",".101",".322",".261",".314",".362",".297","","87","1.2","-4.9","-8.8","-0.1","10953"
"Pablo Sandoval","ATL","69","86","4","11","11","0","12.8%","29.1%",".164",".205",".178",".302",".342",".291",".317","78","-0.8","-3.2","-0.7","-0.1","5409"
"Charlie Morton","ATL","34","62","0","5","1","0","0.0%","50.0%",".018",".292",".127",".127",".145",".118","","-34","0.0","-10.6","7.5","-0.1","4676"
"Travis Blankenhorn","- - -","24","24","1","4","4","0","4.2%","33.3%",".217",".214",".174",".208",".391",".253",".337","61","0.2","-1.0","-0.9","-0.1","18395"
"Nick Martini","CHC","25","45","0","4","4","0","13.3%","22.2%",".027",".345",".270",".356",".297",".287",".327","76","-0.4","-1.7","-0.9","-0.1","12005"
"Yadiel Hernandez","WSN","112","289","9","33","32","3","7.6%","20.4%",".140",".318",".273",".329",".413",".320","","98","-1.7","-2.5","-8.2","-0.1","19334"
"Alex Blandino","CIN","43","82","0","9","5","1","9.8%","34.1%",".057",".333",".200",".317",".257",".270","","62","0.4","-3.6","-0.3","-0.1","16271"
"Pedro Severino","BAL","113","419","11","32","46","0","8.1%","26.0%",".135",".314",".248",".308",".383",".299",".310","87","-3.9","-10.8","-4.6","-0.1","14523"
"Rodolfo Castro","PIT","31","93","5","9","8","0","6.5%","29.0%",".198",".222",".198",".258",".395",".281",".288","75","-0.8","-3.7","-0.5","-0.1","21987"
"Magneuris Sierra","MIA","123","225","0","27","5","11","6.7%","22.2%",".038",".302",".230",".281",".268",".239","","51","4.0","-10.1","1.4","-0.1","17023"
"Tucupita Marcano","SDP","25","50","0","7","3","0","12.0%","18.0%",".023",".229",".182",".280",".205",".231",".294","45","-0.6","-4.1","1.2","-0.1","22871"
"Chad Pinder","OAK","75","233","6","30","27","1","6.9%","26.6%",".168",".313",".243",".300",".411",".307",".354","97","-0.6","-1.3","-7.8","-0.1","15191"
"Merrill Kelly","ARI","27","58","0","1","1","0","6.9%","46.6%",".021",".150",".064",".137",".085",".113",".113","-37","0.0","-10.2","7.0","-0.1","11156"
"Chad Kuhl","PIT","28","24","0","1","0","0","4.2%","45.8%",".000",".100",".048",".091",".048",".071",".126","-62","0.0","-4.9","2.9","-0.1","14975"
"Willi Castro","DET","125","450","9","56","38","9","5.1%","24.2%",".131",".275",".220",".273",".351",".271",".290","69","2.0","-15.1","-1.4","-0.1","17338"
"Patrick Mazeika","NYM","37","87","1","6","6","0","4.6%","20.7%",".076",".230",".190",".253",".266",".228","","46","0.1","-5.9","1.7","-0.1","18142"
"Wil Crowe","PIT","29","41","0","2","0","0","2.4%","34.1%",".029",".095",".057",".108",".086",".096",".162","-46","0.0","-7.6","5.0","-0.1","19800"
"Albert Pujols","- - -","109","296","17","29","50","2","4.7%","15.2%",".196",".223",".236",".284",".433",".302",".322","90","-2.4","-6.0","-5.2","-0.1","1177"
"Danny Mendick","CHW","71","186","2","14","20","0","9.7%","22.6%",".067",".281",".220",".303",".287",".268",".258","68","0.9","-6.3","-1.3","-0.1","18889"
"Adbert Alzolay","CHC","30","33","0","1","0","0","3.0%","39.4%",".032",".111",".065",".094",".097",".088",".081","-53","0.0","-6.4","4.0","-0.1","17859"
"Josiah Gray","- - -","14","24","0","0","0","0","4.2%","50.0%",".000",".100",".045",".087",".045",".068",".164","-65","0.0","-5.1","2.9","-0.1","24580"
"Miguel Andujar","NYY","45","162","6","19","12","0","4.3%","17.3%",".130",".273",".253",".284",".383",".288",".309","81","-1.6","-5.3","-1.6","-0.1","15878"
"Nick Gordon","MIN","73","216","4","19","23","10","5.6%","25.5%",".115",".310",".240",".292",".355",".283",".317","77","0.6","-5.4","-3.4","-0.1","16337"
"Brett Anderson","MIL","24","34","0","2","1","0","11.8%","41.2%",".000",".000",".000",".125",".000",".086",".151","-54","0.0","-6.7","4.1","-0.1","8223"
"Bryse Wilson","- - -","16","25","0","1","1","0","0.0%","36.0%",".000",".083",".048",".091",".048",".073",".151","-64","0.0","-5.4","3.0","-0.2","19990"
"Pablo Lopez","MIA","21","35","0","2","0","0","0.0%","48.6%",".061",".125",".061",".061",".121",".075",".132","-56","0.0","-6.9","4.2","-0.2","17085"
"Anthony Bemboom","LAA","8","28","0","2","2","0","3.6%","35.7%",".000",".353",".222",".250",".222",".213","","30","-0.1","-2.5","0.0","-0.2","13854"
"Freddy Peralta","MIL","29","45","0","1","0","0","2.2%","48.9%",".000",".190",".093",".114",".093",".096","","-48","0.0","-8.5","5.4","-0.2","18679"
"Cavan Biggio","TOR","79","294","7","27","27","3","12.6%","26.5%",".132",".290",".224",".322",".356",".298","","84","-1.3","-7.1","-4.5","-0.2","19252"
"Mike Ford","NYY","22","72","3","6","5","0","15.3%","31.9%",".150",".147",".133",".278",".283",".254",".314","59","0.2","-3.4","-0.6","-0.2","15585"
"Scott Heineman","CIN","19","34","2","5","3","0","8.8%","44.1%",".200",".077",".100",".206",".300",".226","","33","0.1","-2.8","0.0","-0.2","14453"
"Chris Gittens","NYY","16","44","1","1","5","0","15.9%","29.5%",".083",".130",".111",".250",".194",".216",".303","33","0.2","-3.5","0.3","-0.2","18482"
"Randal Grichuk","TOR","149","545","22","59","81","0","5.0%","20.9%",".182",".266",".241",".281",".423",".300","","85","-4.9","-14.7","-5.6","-0.2","10243"
"Tony Wolters","CHC","14","30","0","3","0","0","16.7%","40.0%",".000",".250",".125",".276",".125",".210","","27","0.2","-2.7","-0.2","-0.2","11470"
"Yoshi Tsutsugo","- - -","81","262","8","27","32","0","11.1%","27.5%",".165",".278",".217",".307",".383",".302","","90","-0.6","-3.7","-6.9","-0.2","27459"
"Austin Gomber","COL","24","42","0","0","1","0","2.4%","31.0%",".000",".158",".094",".121",".094",".101","","-56","0.0","-8.4","5.1","-0.2","16561"
"Trevor Rogers","MIA","26","46","0","0","0","0","2.2%","58.7%",".000",".188",".070",".091",".070",".076",".079","-56","0.0","-9.1","5.6","-0.2","22286"
"Aramis Garcia","OAK","32","94","3","8","7","0","1.1%","29.8%",".114",".263",".205",".239",".318",".244","","55","-1.7","-6.9","1.6","-0.2","16925"
"Eddy Alvarez","MIA","24","74","1","8","6","1","5.4%","24.3%",".141",".244",".188",".297",".328",".277",".326","75","0.1","-2.2","-2.4","-0.2","16959"
"Nick Senzel","CIN","36","124","1","18","8","2","9.7%","12.9%",".063",".284",".252",".323",".315",".286",".357","72","-0.2","-4.6","-1.6","-0.2","19293"
"Mitch Moreland","OAK","81","252","10","28","30","0","7.1%","23.0%",".188",".256",".227",".286",".415",".300","","93","-1.9","-4.1","-6.6","-0.2","3086"
"Anthony DeSclafani","SFG","34","62","0","2","1","0","6.5%","53.2%",".020",".111",".039",".109",".059",".089",".122","-48","0.0","-11.7","7.5","-0.2","13050"
"Andrew Romine","CHC","26","64","1","7","5","0","6.3%","37.5%",".083",".286",".183",".234",".267",".223","","35","-0.6","-5.9","1.5","-0.2","1159"
"Ian Anderson","ATL","24","41","0","0","0","0","2.4%","70.7%",".027",".250",".054",".079",".081",".074","","-63","0.0","-8.5","5.0","-0.2","19951"
"Jarrod Dyson","- - -","102","149","0","17","10","10","6.7%","22.1%",".081",".272",".207",".260",".289",".243",".251","48","0.8","-8.7","1.4","-0.2","4866"
"Andrew Vaughn","CHW","127","469","15","56","48","1","8.7%","21.5%",".161",".271",".235",".309",".396",".306",".330","94","-3.6","-7.0","-11.2","-0.2","26197"
"Trevor Bauer","LAD","17","34","0","0","1","0","2.9%","32.4%",".000",".053",".033",".065",".033",".051",".147","-73","0.0","-7.5","4.1","-0.2","12703"
"Matt Moore","PHI","24","20","0","0","0","0","0.0%","65.0%",".000",".000",".000",".000",".000",".000",".040","-100","0.0","-5.4","2.4","-0.2","1890"
"Kevin Smith","TOR","18","36","1","2","1","0","8.3%","30.6%",".094",".100",".094",".194",".188",".182","","6","0.4","-3.8","0.3","-0.2","20242"
"Alec Bohm","PHI","115","417","7","46","47","4","7.4%","26.6%",".095",".327",".247",".305",".342",".285",".316","75","-2.5","-15.7","-0.5","-0.2","21618"
"Alejo Lopez","CIN","14","23","0","3","0","0","0.0%","21.7%",".000",".333",".261",".261",".261",".229",".239","35","-0.1","-2.0","-1.1","-0.2","21127"
"Bryan Holaday","ARI","13","34","0","2","1","0","2.9%","44.1%",".065",".375",".194",".265",".258",".239","","45","0.0","-2.4","-1.0","-0.2","11287"
"Chris Paddack","SDP","24","42","0","0","0","0","2.4%","61.9%",".000",".111",".029",".081",".029",".062",".096","-65","0.0","-8.8","5.1","-0.2","20099"
"Alex Wood","SFG","26","47","0","0","0","0","10.6%","55.3%",".000",".000",".000",".116",".000",".080",".109","-54","-0.4","-9.6","5.7","-0.2","13781"
"Andrew Velazquez","NYY","28","68","1","11","6","4","1.5%","33.8%",".134",".326",".224",".235",".358",".252","","57","0.7","-2.8","-1.9","-0.2","14196"
"Danny Santana","BOS","38","127","5","15","14","4","7.9%","23.6%",".164",".198",".181",".252",".345",".261","","58","0.2","-6.3","-0.4","-0.2","10322"
"Roberto Perez","CLE","44","161","7","13","17","1","10.6%","34.8%",".170",".179",".149",".245",".319",".251",".300","56","0.2","-8.5","0.6","-0.2","2900"
"Sebastian Rivero","KCR","17","44","0","1","3","0","6.8%","34.1%",".050",".280",".175",".250",".225",".220","","33","-0.2","-3.8","-0.1","-0.2","21735"
