"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Andrew Knapp","PIT","11","35","0","2","2","0","8.6%","25.7%",".032",".182",".129",".229",".161",".193",".255","23","0.4","-2.7","-0.3","-0.2","14942"
"Lane Thomas","WSN","31","93","1","5","11","1","6.5%","30.1%",".071",".293",".212",".258",".282",".243",".295","54","0.6","-4.3","-0.7","-0.2","16939"
"Jason Castro","HOU","15","43","0","2","0","0","14.0%","46.5%",".028",".188",".083",".233",".111",".185",".228","20","0.2","-3.5","0.2","-0.2","8722"
"Guillermo Heredia","ATL","22","39","2","6","4","0","10.3%","51.3%",".200",".154",".114",".205",".314",".236",".251","48","0.2","-2.2","-1.1","-0.2","18721"
"Nick Madrigal","CHC","23","84","0","5","2","1","4.8%","16.7%",".038",".246",".203",".250",".241",".226",".282","43","-0.9","-6.4","1.6","-0.2","20521"
"Aristides Aquino","CIN","15","43","1","3","2","0","4.7%","53.5%",".073",".059",".049",".093",".122",".102",".198","-43","0.4","-6.7","3.3","-0.2","15482"
"Bryan Reynolds","PIT","33","140","4","11","6","1","11.4%","24.3%",".138",".247",".203",".300",".341",".293",".327","89","-1.3","-3.1","-3.6","-0.2","19326"
"Niko Goodrum","HOU","15","45","0","2","1","1","4.4%","51.1%",".047",".250",".116",".156",".163",".147",".211","-7","0.9","-4.3","0.8","-0.2","12092"
"Jake McCarthy","ARI","13","28","1","3","1","0","7.1%","42.9%",".120",".167",".120",".185",".240",".196",".256","22","0.4","-2.1","-0.9","-0.2","21622"
"Tomas Nido","NYM","21","59","0","2","5","0","3.4%","40.7%",".036",".344",".200",".224",".236",".207",".194","38","-2.1","-6.4","2.3","-0.2","13755"
"Chris Owings","BAL","18","46","0","5","0","1","17.4%","39.1%",".026",".250",".132",".283",".158",".226",".240","45","0.3","-2.5","-1.2","-0.2","10030"
"Marcell Ozuna","ATL","37","154","6","14","16","2","5.8%","20.8%",".162",".226",".211",".260",".373",".280",".346","77","-0.6","-4.6","-2.6","-0.2","10324"
"Charlie Culberson","TEX","18","39","0","6","6","1","7.7%","28.2%",".029",".375",".257",".316",".286",".277",".288","84","-0.1","-0.8","-2.7","-0.2","3298"
"Enrique Hernandez","BOS","33","150","1","17","15","0","8.0%","18.7%",".098",".215",".180",".253",".278",".242",".289","54","-0.1","-7.6","0.5","-0.2","10472"
"Matt Duffy","LAA","16","47","0","2","2","0","10.6%","25.5%",".024",".333",".238",".319",".262",".272",".255","79","-0.3","-1.4","-2.4","-0.2","13836"
"Martin Maldonado","HOU","27","96","3","12","7","0","9.4%","32.3%",".119",".137",".119",".211",".238",".210",".267","38","-1.3","-7.7","2.3","-0.2","6887"
"Hanser Alberto","LAD","17","35","0","4","3","0","2.9%","11.4%",".059",".267",".235",".257",".294",".246",".275","60","0.4","-1.2","-2.2","-0.2","11902"
"Elias Diaz","COL","28","106","2","10","7","0","6.6%","20.8%",".122",".253",".214",".264",".337",".268",".280","59","-1.0","-6.1","0.2","-0.2","11680"
"Ryan O'Hearn","KCR","18","39","1","2","5","0","7.7%","28.2%",".086",".208",".171",".231",".257",".222",".321","42","-0.1","-2.6","-1.0","-0.2","16442"
"Lorenzo Cain","MIL","26","97","0","13","4","1","6.2%","23.7%",".034",".242",".182",".247",".216",".217",".255","37","0.0","-7.2","1.5","-0.3","9077"
"Dom Nunez","COL","12","36","0","3","2","0","16.7%","19.4%",".036",".174",".143",".278",".179",".226","","31","0.2","-2.7","-0.9","-0.3","15055"
"Carlos Santana","KCR","24","97","1","7","6","0","18.6%","13.4%",".076",".138",".127",".289",".203",".241",".340","55","0.2","-4.5","-1.2","-0.3","2396"
"Brendan Rodgers","COL","27","113","2","14","16","0","5.3%","22.1%",".114",".278",".229",".274",".343",".276",".288","64","-0.7","-5.5","-0.8","-0.3","17907"
"Rougned Odor","BAL","31","104","1","10","9","0","3.8%","26.0%",".124",".257",".196",".240",".320",".249",".228","61","0.6","-3.7","-2.3","-0.3","12282"
"Cavan Biggio","TOR","13","28","0","2","0","0","10.7%","35.7%",".000",".077",".043",".214",".043",".158",".267","-6","0.5","-2.7","-0.9","-0.3","19252"
"Kris Bryant","COL","15","65","0","11","4","0","7.7%","18.5%",".070",".340",".281",".338",".351",".308",".286","85","-0.1","-1.2","-3.7","-0.3","15429"
"Tyler O'Neill","STL","32","133","2","14","20","3","8.3%","31.6%",".102",".269",".195",".256",".297",".248",".294","62","-1.3","-7.1","-0.1","-0.3","15711"
"Kelvin Gutierrez","BAL","12","33","0","2","3","1","12.1%","24.2%",".036",".200",".143",".250",".179",".210",".291","34","0.0","-2.4","-1.5","-0.3","17468"
"Alcides Escobar","WSN","27","99","0","8","6","1","5.1%","24.2%",".043",".279",".207",".263",".250",".236",".225","49","0.7","-5.1","-1.0","-0.3","6310"
"T.J. Friedl","CIN","17","66","0","10","3","4","7.6%","21.2%",".069",".217",".172",".242",".241",".222",".265","36","0.7","-4.2","-0.8","-0.3","19522"
"Nathaniel Lowe","TEX","33","131","1","9","10","0","6.9%","24.4%",".057",".315",".238",".290",".295",".267",".289","77","0.5","-2.8","-4.4","-0.3","19566"
"Paul DeJong","STL","24","86","1","6","7","3","8.1%","29.1%",".078",".173",".130",".209",".208",".197",".226","29","0.9","-6.3","0.5","-0.3","18015"
"Alex Kirilloff","MIN","10","32","0","2","0","0","3.1%","37.5%",".000",".294",".172",".226",".172",".190",".163","21","-0.1","-2.9","-1.2","-0.3","20325"
"Trent Grisham","SDP","35","136","1","8","11","0","11.8%","26.5%",".103",".215",".155",".269",".259",".248",".301","63","0.8","-5.1","-2.4","-0.3","18564"
"Christian Arroyo","BOS","20","56","1","5","4","1","3.6%","17.9%",".078",".220",".196",".236",".275",".230",".346","45","0.5","-2.9","-2.1","-0.3","16434"
"Dee Strange-Gordon","WSN","12","30","0","2","1","0","0.0%","16.7%",".000",".200",".167",".167",".167",".149",".195","-9","-0.3","-4.1","0.0","-0.3","8203"
"Bobby Dalbec","BOS","33","102","1","11","4","0","6.9%","30.4%",".088",".233",".165",".245",".253",".231",".295","46","0.8","-5.1","-1.3","-0.3","19966"
"Jacob Stallings","MIA","33","98","1","11","13","0","7.1%","20.4%",".056",".275",".225",".286",".281",".260",".299","71","-1.9","-5.2","-1.2","-0.3","13723"
"Austin Nola","SDP","28","111","1","12","12","1","5.4%","16.2%",".062",".232",".206",".270",".268",".246",".304","61","-0.5","-5.5","-1.4","-0.3","15941"
"Seth Beer","ARI","27","93","1","4","9","0","8.6%","25.8%",".074",".281",".210",".301",".284",".268",".296","70","-0.9","-4.2","-2.2","-0.3","20493"
"Justin Turner","LAD","34","137","3","15","25","0","7.3%","17.5%",".145",".220",".202",".255",".347",".266",".322","73","-1.4","-5.6","-2.3","-0.4","5235"
"Akil Baddoo","DET","17","55","1","5","2","1","9.1%","27.3%",".080",".176",".140",".218",".220",".206","","32","0.6","-3.4","-1.8","-0.4","22168"
"Corey Dickerson","STL","25","67","0","4","7","0","6.0%","14.9%",".033",".231",".197",".254",".230",".217",".251","42","0.2","-4.4","-1.4","-0.4","10762"
"Bradley Zimmer","TOR","24","42","1","3","1","1","2.4%","45.2%",".075",".100",".075",".119",".150",".127",".154","-28","-0.1","-5.9","0.9","-0.4","16221"
"Robbie Grossman","DET","33","136","0","10","10","1","14.0%","30.9%",".036",".333",".214",".338",".250",".282",".296","86","-1.7","-3.7","-4.3","-0.4","5254"
"Jose Rojas","LAA","7","23","0","1","1","0","0.0%","34.8%",".087",".200",".130",".130",".217",".150",".253","-7","-0.1","-2.8","-1.7","-0.4","19331"
"Leury Garcia","CHW","28","96","2","8","8","1","2.1%","22.9%",".098",".217",".185",".200",".283",".213",".287","38","1.4","-5.1","-1.9","-0.4","5913"
"Jonathan Villar","CHC","25","96","1","11","10","2","7.3%","25.0%",".069",".313",".241",".292",".310",".271",".287","73","0.3","-2.7","-4.3","-0.4","10071"
"A.J. Pollock","CHW","22","84","1","7","9","1","4.8%","22.6%",".090",".267",".218",".250",".308",".247",".317","63","0.1","-3.2","-3.4","-0.4","9256"
"Alex Dickerson","ATL","13","36","1","3","2","0","8.3%","25.0%",".091",".130",".121",".194",".212",".191",".322","19","-0.6","-4.0","-1.1","-0.4","12649"
"Kevin Plawecki","BOS","15","45","0","1","2","0","4.4%","22.2%",".024",".188",".146",".182",".171",".162",".240","-3","0.0","-5.0","-0.3","-0.4","13807"
"Spencer Torkelson","DET","33","118","3","7","9","0","12.7%","31.4%",".099",".213",".158",".280",".257",".256",".307","68","-0.5","-4.6","-3.4","-0.4","27465"
"Yoshi Tsutsugo","PIT","29","111","1","7","11","0","13.5%","23.4%",".054",".217",".174",".279",".228",".240",".309","55","-0.6","-6.5","-1.3","-0.4","27459"
"Franmil Reyes","CLE","30","125","3","9","11","0","6.4%","40.8%",".086",".339",".207",".264",".293",".254",".278","67","-0.8","-5.3","-2.9","-0.4","14566"
"Jake Fraley","CIN","15","48","1","5","3","1","8.3%","25.0%",".116",".133",".116",".208",".233",".208",".279","27","0.7","-3.4","-2.4","-0.4","19260"
"Robinson Cano","- - -","14","52","1","4","3","0","3.8%","23.1%",".060",".243",".200",".231",".260",".222",".253","47","-1.5","-4.7","-1.3","-0.5","3269"
"Bryson Stott","PHI","16","58","0","4","7","0","6.9%","32.8%",".019",".200",".130",".190",".148",".162",".241","1","-0.1","-6.8","0.5","-0.5","26294"
"Matt Vierling","PHI","23","54","0","3","4","1","9.3%","25.9%",".043",".235",".170",".259",".213",".224",".281","42","-0.9","-4.6","-1.7","-0.5","21558"
"Alex Verdugo","BOS","34","139","3","9","16","0","5.8%","11.5%",".110",".214",".213",".252",".323",".248",".343","58","-1.8","-8.1","-1.0","-0.5","17027"
"Marcus Semien","TEX","34","148","0","13","8","2","7.4%","17.6%",".052",".191",".157",".223",".209",".202",".241","30","1.5","-9.6","0.0","-0.5","12533"
"Cristian Pache","OAK","37","122","2","11","8","0","4.9%","24.6%",".078",".193",".157",".198",".235",".197",".290","30","-0.6","-9.8","1.1","-0.5","19948"
"Frank Schwindel","CHC","33","124","2","9","13","0","4.0%","23.4%",".092",".284",".227",".258",".319",".258",".282","64","-0.5","-5.6","-3.3","-0.5","15351"
"Carson Kelly","ARI","20","60","0","3","1","0","3.3%","33.3%",".018",".162",".105",".150",".123",".131",".182","-21","-0.6","-9.0","2.2","-0.5","13620"
"Kyle Farmer","CIN","33","130","1","11","16","2","5.4%","16.2%",".103",".247",".214",".277",".316",".268",".300","67","-2.4","-7.4","-1.9","-0.5","14813"
"Raimel Tapia","TOR","32","117","1","13","9","3","4.3%","20.5%",".055",".282",".229",".261",".284",".245",".304","57","1.2","-4.3","-4.6","-0.5","14350"
"Nelson Cruz","WSN","34","145","4","17","20","0","10.3%","19.3%",".102",".206",".188",".271",".289",".255",".354","62","0.2","-6.3","-3.7","-0.6","2434"
"Jo Adell","LAA","19","66","3","4","8","1","1.5%","36.4%",".185",".289",".215",".227",".400",".274",".340","80","0.1","-1.3","-6.1","-0.6","20220"
"Lucius Fox","WSN","10","28","0","2","2","1","3.6%","32.1%",".000",".125",".080",".115",".080",".095",".195","-44","0.2","-4.5","-1.8","-0.6","18899"
"Billy McKinney","OAK","23","57","1","3","4","0","7.0%","28.1%",".077",".111",".096",".158",".173",".146",".214","-6","-2.1","-8.7","1.4","-0.6","15654"
"Matt Beaty","SDP","17","40","0","6","1","0","5.0%","15.0%",".081",".129",".108",".175",".189",".170",".265","11","-0.3","-4.5","-2.6","-0.6","17710"
"Robinson Chirinos","BAL","26","83","0","2","4","0","12.0%","31.3%",".042",".222",".141",".265",".183",".223",".227","43","-0.2","-5.3","-3.1","-0.6","3142"
"Cole Tucker","PIT","18","63","0","3","2","1","0.0%","39.7%",".048",".289",".175",".175",".222",".174",".209","11","0.5","-6.1","-2.0","-0.6","17326"
"Miguel Sano","MIN","17","65","1","1","3","1","13.8%","32.3%",".056",".121",".093",".231",".148",".195",".344","24","-0.8","-6.2","-2.7","-0.7","12164"
"Jose Miranda","MIN","13","54","1","2","3","0","3.7%","20.4%",".096",".100",".096",".130",".192",".146",".209","-10","-0.6","-7.1","-1.7","-0.7","20538"
"Eddie Rosario","ATL","15","49","0","4","0","0","10.2%","20.4%",".023",".088",".068",".163",".091",".133",".237","-20","0.7","-6.1","-4.6","-1.0","12155"
"Joey Votto","CIN","22","90","0","4","3","0","13.3%","32.2%",".014",".200",".122",".278",".135",".218",".278","34","-2.0","-8.9","-4.4","-1.1","4314"
